"","cnames","y","aid"
"4065","Oceania (not specified)","1990",
"4066","Eurasia (Total)","1990",
"4067","Armenia","1990",
"4068","Azerbaijan","1990",
"4069","Belarus","1990",
"4070","Georgia","1990",
"4071","Kazakhstan","1990",
"4072","Kyrgyzstan","1990",
"4073","Moldova","1990",
"4074","Russia","1990",
"4075","Tajikistan","1990",
"4076","Turkmenistan","1990",
"4077","Ukraine","1990",
"4078","Uzbekistan","1990",
"4079","Eurasia (not specified)","1990",
"4080","Eastern Europe (Total)","1990","0"
"4081","Albania","1990",
"4082","Bosnia & Herzegovina","1990",
"4083","Bulgaria","1990",
"4084","Croatia","1990",
"4085","Czech Republic","1990",
"4086","Estonia","1990",
"4087","Hungary","1990",
"4088","Kosovo","1990",
"4089","Latvia","1990",
"4090","Lithuania","1990",
"4091","Macedonia, Former Yugoslav Republic","1990",
"4092","Montenegro","1990",
"4093","Poland","1990",
"4094","Romania","1990",
"4095","Serbia","1990",
"4096","Serbia and Montenegro, Former","1990","0"
"4097","Slovakia","1990",
"4098","Slovenia","1990",
"4099","Eastern Europe (not specified)","1990",
"4100","[Czechoslovakia, former]","1990",
"4101","Australia","1991",
"4102","Fiji","1991",
"4103","Papua New Guinea","1991","0.2"
"4104","Samoa","1991",
"4105","Solomon Islands","1991","0.1"
"4106","Tonga","1991","0.1"
"4107","Vanuatu","1991",
"4108","Oceania (not specified)","1991",
"4109","Eurasia (Total)","1991",
"4110","Armenia","1991",
"4111","Azerbaijan","1991",
"4112","Belarus","1991",
"4113","Georgia","1991",
"4114","Kazakhstan","1991",
"4115","Kyrgyzstan","1991",
"4116","Moldova","1991",
"4117","Russia","1991",
"4118","Tajikistan","1991",
"4119","Turkmenistan","1991",
"4120","Ukraine","1991",
"4121","Uzbekistan","1991",
"4122","Eurasia (not specified)","1991",
"4123","Eastern Europe (Total)","1991","1.4"
"4124","Albania","1991",
"4125","Bosnia & Herzegovina","1991",
"4126","Bulgaria","1991",
"4127","Croatia","1991",
"4128","Czech Republic","1991",
"4129","Estonia","1991",
"4130","Hungary","1991","0.4"
"4131","Kosovo","1991",
"4132","Latvia","1991",
"4133","Lithuania","1991",
"4134","Macedonia, Former Yugoslav Republic","1991",
"4135","Montenegro","1991",
"4136","Poland","1991","0.5"
"4137","Romania","1991",
"4138","Serbia","1991",
"4139","Serbia and Montenegro, Former","1991","0.1"
"4140","Slovakia","1991",
"4141","Slovenia","1991",
"4142","Eastern Europe (not specified)","1991","0.4"
"4143","[Czechoslovakia, former]","1991","0.4"
"4144","Australia","1992",
"4145","Fiji","1992",
"4146","Papua New Guinea","1992","0.1"
"4147","Samoa","1992",
"4148","Solomon Islands","1992","0"
"4149","Tonga","1992","0.1"
"4150","Vanuatu","1992",
"4151","Oceania (not specified)","1992",
"4152","Eurasia (Total)","1992","5.1"
"4153","Armenia","1992",
"4154","Azerbaijan","1992",
"4155","Belarus","1992",
"4156","Georgia","1992",
"4157","Kazakhstan","1992",
"4158","Kyrgyzstan","1992",
"4159","Moldova","1992",
"4160","Russia","1992","5"
"4161","Tajikistan","1992",
"4162","Turkmenistan","1992",
"4163","Ukraine","1992","0.1"
"4164","Uzbekistan","1992",
"4165","Eurasia (not specified)","1992",
"4166","Eastern Europe (Total)","1992","3.7"
"4167","Albania","1992","0.2"
"4168","Bosnia & Herzegovina","1992",
"4169","Bulgaria","1992","0.5"
"4170","Croatia","1992",
"4171","Czech Republic","1992",
"4172","Estonia","1992","0.1"
"4173","Hungary","1992","0.9"
"4174","Kosovo","1992",
"4175","Latvia","1992","0.1"
"4176","Lithuania","1992","0.1"
"4177","Macedonia, Former Yugoslav Republic","1992",
"4178","Montenegro","1992",
"4179","Poland","1992","1"
"4180","Romania","1992",
"4181","Serbia","1992",
"4182","Serbia and Montenegro, Former","1992",
"4183","Slovakia","1992",
"4184","Slovenia","1992",
"4185","Eastern Europe (not specified)","1992","0.9"
"4186","[Czechoslovakia, former]","1992","0.9"
"4187","Australia","1993",
"4188","Fiji","1993",
"4189","Papua New Guinea","1993","0.1"
"4190","Samoa","1993","0.1"
"4191","Solomon Islands","1993","0"
"4192","Tonga","1993","0.1"
"4193","Vanuatu","1993","0"
"4194","Oceania (not specified)","1993",
"4195","Eurasia (Total)","1993","24.6"
"4196","Armenia","1993",
"4197","Azerbaijan","1993",
"4198","Belarus","1993","0.1"
"4199","Georgia","1993",
"4200","Kazakhstan","1993","0.2"
"4201","Kyrgyzstan","1993",
"4202","Moldova","1993",
"4203","Russia","1993","23.7"
"4204","Tajikistan","1993",
"4205","Turkmenistan","1993",
"4206","Ukraine","1993","0.5"
"4207","Uzbekistan","1993",
"4208","Eurasia (not specified)","1993",
"4209","Eastern Europe (Total)","1993","15.2"
"4210","Albania","1993","0.2"
"4211","Bosnia & Herzegovina","1993",
"4212","Bulgaria","1993","0.4"
"4213","Croatia","1993",
"4214","Czech Republic","1993","0.7"
"4215","Estonia","1993","0.8"
"4216","Hungary","1993","11"
"4217","Kosovo","1993",
"4218","Latvia","1993","0.2"
"4219","Lithuania","1993","0.2"
"4220","Macedonia, Former Yugoslav Republic","1993",
"4221","Montenegro","1993",
"4222","Poland","1993","0.9"
"4223","Romania","1993","0.4"
"4224","Serbia","1993",
"4225","Serbia and Montenegro, Former","1993",
"4226","Slovakia","1993","0.2"
"4227","Slovenia","1993","0.1"
"4228","Eastern Europe (not specified)","1993","0.1"
"4229","[Czechoslovakia, former]","1993","0.1"
"4230","Australia","1994",
"4231","Fiji","1994",
"4232","Papua New Guinea","1994","0.1"
"4233","Samoa","1994","0"
"4234","Solomon Islands","1994","0"
"4235","Tonga","1994","0"
"4236","Vanuatu","1994","0"
"4237","Oceania (not specified)","1994",
"4238","Eurasia (Total)","1994","17.2"
"4239","Armenia","1994",
"4240","Azerbaijan","1994",
"4241","Belarus","1994","0.6"
"4242","Georgia","1994","0.1"
"4243","Kazakhstan","1994","0.7"
"4244","Kyrgyzstan","1994","0.1"
"4245","Moldova","1994","0.1"
"4246","Russia","1994","12.5"
"4247","Tajikistan","1994",
"4248","Turkmenistan","1994","0.1"
"4249","Ukraine","1994","3"
"4250","Uzbekistan","1994",
"4251","Eurasia (not specified)","1994","0.1"
"4252","Eastern Europe (Total)","1994","5.3"
"4253","Albania","1994","0.4"
"4254","Bosnia & Herzegovina","1994",
"4255","Bulgaria","1994","0.4"
"4256","Croatia","1994",
"4257","Czech Republic","1994","0.7"
"4258","Estonia","1994","0.3"
"4259","Hungary","1994","1"
"4260","Kosovo","1994",
"4261","Latvia","1994","0.5"
"4262","Lithuania","1994","0.2"
"4263","Macedonia, Former Yugoslav Republic","1994",
"4264","Montenegro","1994",
"4265","Poland","1994","1"
"4266","Romania","1994","0.4"
"4267","Serbia","1994",
"4268","Serbia and Montenegro, Former","1994",
"4269","Slovakia","1994","0.4"
"4270","Slovenia","1994","0.2"
"4271","Eastern Europe (not specified)","1994",
"4272","[Czechoslovakia, former]","1994",
"4273","Australia","1995",
"4274","Fiji","1995",
"4275","Papua New Guinea","1995","0.2"
"4276","Samoa","1995","0.1"
"4277","Solomon Islands","1995","0.1"
"4278","Tonga","1995","0.1"
"4279","Vanuatu","1995","0.1"
"4280","Oceania (not specified)","1995",
"4281","Eurasia (Total)","1995","51.8"
"4282","Armenia","1995",
"4283","Azerbaijan","1995",
"4284","Belarus","1995","0.3"
"4285","Georgia","1995","0.1"
"4286","Kazakhstan","1995","0.7"
"4287","Kyrgyzstan","1995","0.1"
"4288","Moldova","1995","0.1"
"4289","Russia","1995","44.2"
"4290","Tajikistan","1995",
"4291","Turkmenistan","1995","0.2"
"4292","Ukraine","1995","1.9"
"4293","Uzbekistan","1995","0.1"
"4294","Eurasia (not specified)","1995","4.2"
"4295","Eastern Europe (Total)","1995","18.1"
"4296","Albania","1995","1.1"
"4297","Bosnia & Herzegovina","1995",
"4298","Bulgaria","1995","0.6"
"4299","Croatia","1995","0.1"
"4300","Czech Republic","1995","0.7"
"4301","Estonia","1995","1.9"
"4302","Hungary","1995","1.1"
"4303","Kosovo","1995",
"4304","Latvia","1995","1.6"
"4305","Lithuania","1995","1.6"
"4306","Macedonia, Former Yugoslav Republic","1995","0.2"
"4307","Montenegro","1995",
"4308","Poland","1995","2.3"
"4309","Romania","1995","6.4"
"4310","Serbia","1995",
"4311","Serbia and Montenegro, Former","1995",
"4312","Slovakia","1995","0.3"
"4313","Slovenia","1995","0.2"
"4314","Eastern Europe (not specified)","1995",
"4315","[Czechoslovakia, former]","1995",
"4316","Australia","1996","0.2"
"4317","Fiji","1996",
"4318","Papua New Guinea","1996","0.2"
"4319","Samoa","1996","0.1"
"4320","Solomon Islands","1996","0.1"
"4321","Tonga","1996","0.1"
"4322","Vanuatu","1996","0.1"
"4323","Oceania (not specified)","1996",
"4324","Eurasia (Total)","1996","66.7"
"4325","Armenia","1996",
"4326","Azerbaijan","1996",
"4327","Belarus","1996","0.4"
"4328","Georgia","1996","0.4"
"4329","Kazakhstan","1996","1.3"
"4330","Kyrgyzstan","1996","0.3"
"4331","Moldova","1996","0.4"
"4332","Russia","1996","59.4"
"4333","Tajikistan","1996",
"4334","Turkmenistan","1996","0.3"
"4335","Ukraine","1996","3.4"
"4336","Uzbekistan","1996","0.4"
"4337","Eurasia (not specified)","1996","0.6"
"4338","Eastern Europe (Total)","1996","225.1"
"4339","Albania","1996","7.2"
"4340","Bosnia & Herzegovina","1996","130.8"
"4341","Bulgaria","1996","7.6"
"4342","Croatia","1996","0.3"
"4343","Czech Republic","1996","12.6"
"4344","Estonia","1996","6.7"
"4345","Hungary","1996","5.5"
"4346","Kosovo","1996",
"4347","Latvia","1996","6.7"
"4348","Lithuania","1996","4.5"
"4349","Macedonia, Former Yugoslav Republic","1996","1.3"
"4350","Montenegro","1996",
"4351","Poland","1996","22.8"
"4352","Romania","1996","13.1"
"4353","Serbia","1996",
"4354","Serbia and Montenegro, Former","1996",
"4355","Slovakia","1996","5.2"
"4356","Slovenia","1996","0.9"
"4357","Eastern Europe (not specified)","1996",
"4358","[Czechoslovakia, former]","1996",
"4359","Australia","1997",
"4360","Fiji","1997",
"4361","Papua New Guinea","1997","0.1"
"4362","Samoa","1997","0.1"
"4363","Solomon Islands","1997","0.2"
"4364","Tonga","1997","0.1"
"4365","Vanuatu","1997","0.1"
"4366","Oceania (not specified)","1997",
"4367","Eurasia (Total)","1997","50.7"
"4368","Armenia","1997",
"4369","Azerbaijan","1997",
"4370","Belarus","1997","0.4"
"4371","Georgia","1997","1.3"
"4372","Kazakhstan","1997","2.4"
"4373","Kyrgyzstan","1997","1.4"
"4374","Moldova","1997","1.4"
"4375","Russia","1997","23.1"
"4376","Tajikistan","1997",
"4377","Turkmenistan","1997","1"
"4378","Ukraine","1997","8"
"4379","Uzbekistan","1997","1.6"
"4380","Eurasia (not specified)","1997","10.1"
"4381","Eastern Europe (Total)","1997","89.9"
"4382","Albania","1997","1.1"
"4383","Bosnia & Herzegovina","1997","7.5"
"4384","Bulgaria","1997","5"
"4385","Croatia","1997","0.5"
"4386","Czech Republic","1997","12.6"
"4387","Estonia","1997","3.8"
"4388","Hungary","1997","14.3"
"4389","Kosovo","1997",
"4390","Latvia","1997","2.6"
"4391","Lithuania","1997","2.7"
"4392","Macedonia, Former Yugoslav Republic","1997","2.5"
"4393","Montenegro","1997",
"4394","Poland","1997","17.4"
"4395","Romania","1997","9.5"
"4396","Serbia","1997",
"4397","Serbia and Montenegro, Former","1997",
"4398","Slovakia","1997","8.5"
"4399","Slovenia","1997","1.8"
"4400","Eastern Europe (not specified)","1997",
"4401","[Czechoslovakia, former]","1997",
"4402","Australia","1998",
"4403","Fiji","1998",
"4404","Papua New Guinea","1998","0.2"
"4405","Samoa","1998","0.1"
"4406","Solomon Islands","1998","0.2"
"4407","Tonga","1998","0.1"
"4408","Vanuatu","1998","0.1"
"4409","Oceania (not specified)","1998",
"4410","Eurasia (Total)","1998","86.3"
"4411","Armenia","1998",
"4412","Azerbaijan","1998",
"4413","Belarus","1998","0.1"
"4414","Georgia","1998","7.3"
"4415","Kazakhstan","1998","3.6"
"4416","Kyrgyzstan","1998","2.1"
"4417","Moldova","1998","5"
"4418","Russia","1998","49.2"
"4419","Tajikistan","1998",
"4420","Turkmenistan","1998","1"
"4421","Ukraine","1998","6.4"
"4422","Uzbekistan","1998","2.5"
"4423","Eurasia (not specified)","1998","9.1"
"4424","Eastern Europe (Total)","1998","313.8"
"4425","Albania","1998","2.9"
"4426","Bosnia & Herzegovina","1998","7.4"
"4427","Bulgaria","1998","6.5"
"4428","Croatia","1998","0.6"
"4429","Czech Republic","1998","22.4"
"4430","Estonia","1998","14.4"
"4431","Hungary","1998","22.7"
"4432","Kosovo","1998",
"4433","Latvia","1998","9.8"
"4434","Lithuania","1998","12.6"
"4435","Macedonia, Former Yugoslav Republic","1998","27"
"4436","Montenegro","1998",
"4437","Poland","1998","159.6"
"4438","Romania","1998","19"
"4439","Serbia","1998",
"4440","Serbia and Montenegro, Former","1998",
"4441","Slovakia","1998","4.8"
"4442","Slovenia","1998","4"
"4443","Eastern Europe (not specified)","1998",
"4444","[Czechoslovakia, former]","1998",
"4445","Australia","1999",
"4446","Fiji","1999","0.6"
"4447","Papua New Guinea","1999","0.2"
"4448","Samoa","1999","0.1"
"4449","Solomon Islands","1999","0.2"
"4450","Tonga","1999","0.1"
"4451","Vanuatu","1999","0.1"
"4452","Oceania (not specified)","1999",
"4453","Eurasia (Total)","1999","96.1"
"4454","Armenia","1999",
"4455","Azerbaijan","1999",
"4456","Belarus","1999",
"4457","Georgia","1999","11.6"
"4458","Kazakhstan","1999","2.9"
"4459","Kyrgyzstan","1999","2.4"
"4460","Moldova","1999","2.2"
"4461","Russia","1999","65.1"
"4462","Tajikistan","1999",
"4463","Turkmenistan","1999","1.1"
"4464","Ukraine","1999","7.9"
"4465","Uzbekistan","1999","2.7"
"4466","Eurasia (not specified)","1999","0.2"
"4467","Eastern Europe (Total)","1999","166.3"
"4468","Albania","1999","6.7"
"4469","Bosnia & Herzegovina","1999","23.9"
"4470","Bulgaria","1999","13"
"4471","Croatia","1999","0.5"
"4472","Czech Republic","1999","10.2"
"4473","Estonia","1999","6.7"
"4474","Hungary","1999","10.3"
"4475","Kosovo","1999","14.5"
"4476","Latvia","1999","6.8"
"4477","Lithuania","1999","6.9"
"4478","Macedonia, Former Yugoslav Republic","1999","9.2"
"4479","Montenegro","1999",
"4480","Poland","1999","10"
"4481","Romania","1999","9.5"
"4482","Serbia","1999",
"4483","Serbia and Montenegro, Former","1999","29.4"
"4484","Slovakia","1999","4.8"
"4485","Slovenia","1999","3.8"
"4486","Eastern Europe (not specified)","1999",
"4487","[Czechoslovakia, former]","1999",
"4488","Australia","2000",
"4489","Fiji","2000","0.5"
"4490","Papua New Guinea","2000","0.2"
"4491","Samoa","2000","0.1"
"4492","Solomon Islands","2000","0.1"
"4493","Tonga","2000","0.1"
"4494","Vanuatu","2000","0.1"
"4495","Oceania (not specified)","2000",
"4496","Eurasia (Total)","2000","165.8"
"4497","Armenia","2000",
"4498","Azerbaijan","2000",
"4499","Belarus","2000",
"4500","Georgia","2000","4.5"
"4501","Kazakhstan","2000","2.5"
"4502","Kyrgyzstan","2000","1.7"
"4503","Moldova","2000","2.1"
"4504","Russia","2000","139.3"
"4505","Tajikistan","2000",
"4506","Turkmenistan","2000","1.4"
"4507","Ukraine","2000","5.6"
"4508","Uzbekistan","2000","2.8"
"4509","Eurasia (not specified)","2000","5.8"
"4510","Eastern Europe (Total)","2000","263.7"
"4511","Albania","2000","2.9"
"4512","Bosnia & Herzegovina","2000","64"
"4513","Bulgaria","2000","7.4"
"4514","Croatia","2000","5.5"
"4515","Czech Republic","2000","9.1"
"4516","Estonia","2000","6"
"4517","Hungary","2000","9.1"
"4518","Kosovo","2000","40.9"
"4519","Latvia","2000","6"
"4520","Lithuania","2000","6.8"
"4521","Macedonia, Former Yugoslav Republic","2000","0.6"
"4522","Montenegro","2000",
"4523","Poland","2000","89.1"
"4524","Romania","2000","8.9"
"4525","Serbia","2000",
"4526","Serbia and Montenegro, Former","2000",
"4527","Slovakia","2000","4.2"
"4528","Slovenia","2000","3.2"
"4529","Eastern Europe (not specified)","2000",
"4530","[Czechoslovakia, former]","2000",
"4531","Australia","2001",
"4532","Fiji","2001",
"4533","Papua New Guinea","2001","0.2"
"4534","Samoa","2001","0.1"
"4535","Solomon Islands","2001","0.1"
"4536","Tonga","2001","0.1"
"4537","Vanuatu","2001","0.1"
"4538","Oceania (not specified)","2001",
"4539","Eurasia (Total)","2001","175.5"
"4540","Armenia","2001","0.1"
"4541","Azerbaijan","2001","0.3"
"4542","Belarus","2001",
"4543","Georgia","2001","12.3"
"4544","Kazakhstan","2001","5.3"
"4545","Kyrgyzstan","2001","4.9"
"4546","Moldova","2001","5.1"
"4547","Russia","2001","111"
"4548","Tajikistan","2001",
"4549","Turkmenistan","2001","2.1"
"4550","Ukraine","2001","12.9"
"4551","Uzbekistan","2001","8.5"
"4552","Eurasia (not specified)","2001","13"
"4553","Eastern Europe (Total)","2001","215.6"
"4554","Albania","2001","11.3"
"4555","Bosnia & Herzegovina","2001","31.8"
"4556","Bulgaria","2001","20.4"
"4557","Croatia","2001","8.9"
"4558","Czech Republic","2001","11.9"
"4559","Estonia","2001","8.3"
"4560","Hungary","2001","12.4"
"4561","Kosovo","2001","13.2"
"4562","Latvia","2001","7.2"
"4563","Lithuania","2001","8.7"
"4564","Macedonia, Former Yugoslav Republic","2001","21.9"
"4565","Montenegro","2001",
"4566","Poland","2001","16.3"
"4567","Romania","2001","21.8"
"4568","Serbia","2001",
"4569","Serbia and Montenegro, Former","2001",
"4570","Slovakia","2001","14.2"
"4571","Slovenia","2001","7.4"
"4572","Eastern Europe (not specified)","2001",
"4573","[Czechoslovakia, former]","2001",
"4574","Australia","2002",
"4575","Fiji","2002",
"4576","Papua New Guinea","2002","0.2"
"4577","Samoa","2002","0.1"
"4578","Solomon Islands","2002","0.2"
"4579","Tonga","2002","0.1"
"4580","Vanuatu","2002","0.1"
"4581","Oceania (not specified)","2002",
"4582","Eurasia (Total)","2002","390.7"
"4583","Armenia","2002","10.5"
"4584","Azerbaijan","2002","12.4"
"4585","Belarus","2002","0.1"
"4586","Georgia","2002","129.4"
"4587","Kazakhstan","2002","12.4"
"4588","Kyrgyzstan","2002","26.7"
"4589","Moldova","2002","4.7"
"4590","Russia","2002","76"
"4591","Tajikistan","2002","9.1"
"4592","Turkmenistan","2002","0.5"
"4593","Ukraine","2002","50.5"
"4594","Uzbekistan","2002","49.2"
"4595","Eurasia (not specified)","2002","9.3"
"4596","Eastern Europe (Total)","2002","217.1"
"4597","Albania","2002","5.7"
"4598","Bosnia & Herzegovina","2002","28.2"
"4599","Bulgaria","2002","11.4"
"4600","Croatia","2002","10"
"4601","Czech Republic","2002","13.9"
"4602","Estonia","2002","8.6"
"4603","Hungary","2002","13.9"
"4604","Kosovo","2002","18.1"
"4605","Latvia","2002","8.6"
"4606","Lithuania","2002","8.9"
"4607","Macedonia, Former Yugoslav Republic","2002","13"
"4608","Montenegro","2002",
"4609","Poland","2002","48.4"
"4610","Romania","2002","12.2"
"4611","Serbia","2002",
"4612","Serbia and Montenegro, Former","2002",
"4613","Slovakia","2002","10.7"
"4614","Slovenia","2002","5.7"
"4615","Eastern Europe (not specified)","2002",
"4616","[Czechoslovakia, former]","2002",
"4617","Australia","2003",
"4618","Fiji","2003",
"4619","Papua New Guinea","2003","0.3"
"4620","Samoa","2003","0.1"
"4621","Solomon Islands","2003","0.2"
"4622","Tonga","2003","0.1"
"4623","Vanuatu","2003","0.1"
"4624","Oceania (not specified)","2003",
"4625","Eurasia (Total)","2003","160.5"
"4626","Armenia","2003","6.5"
"4627","Azerbaijan","2003","6.8"
"4628","Belarus","2003",
"4629","Georgia","2003","10.5"
"4630","Kazakhstan","2003","5.1"
"4631","Kyrgyzstan","2003","6.1"
"4632","Moldova","2003","2.4"
"4633","Russia","2003","66.4"
"4634","Tajikistan","2003","0.4"
"4635","Turkmenistan","2003","1"
"4636","Ukraine","2003","8.3"
"4637","Uzbekistan","2003","11.2"
"4638","Eurasia (not specified)","2003","35.9"
"4639","Eastern Europe (Total)","2003","252.6"
"4640","Albania","2003","10.2"
"4641","Bosnia & Herzegovina","2003","15.5"
"4642","Bulgaria","2003","23.4"
"4643","Croatia","2003","7.1"
"4644","Czech Republic","2003","32"
"4645","Estonia","2003","11.9"
"4646","Hungary","2003","23.9"
"4647","Kosovo","2003",
"4648","Latvia","2003","11.9"
"4649","Lithuania","2003","13.5"
"4650","Macedonia, Former Yugoslav Republic","2003","14.5"
"4651","Montenegro","2003",
"4652","Poland","2003","34.6"
"4653","Romania","2003","30.6"
"4654","Serbia","2003",
"4655","Serbia and Montenegro, Former","2003",
"4656","Slovakia","2003","17.8"
"4657","Slovenia","2003","5.7"
"4658","Eastern Europe (not specified)","2003",
"4659","[Czechoslovakia, former]","2003",
"4660","Australia","2004",
"4661","Fiji","2004","0.3"
"4662","Papua New Guinea","2004","0.3"
"4663","Samoa","2004",
"4664","Solomon Islands","2004","0.1"
"4665","Tonga","2004","0.7"
"4666","Vanuatu","2004","0.1"
"4667","Oceania (not specified)","2004",
"4668","Eurasia (Total)","2004","188.9"
"4669","Armenia","2004","3.8"
"4670","Azerbaijan","2004","4"
"4671","Belarus","2004",
"4672","Georgia","2004","18.6"
"4673","Kazakhstan","2004","4.7"
"4674","Kyrgyzstan","2004","5.7"
"4675","Moldova","2004","2.5"
"4676","Russia","2004","80.5"
"4677","Tajikistan","2004","2.6"
"4678","Turkmenistan","2004","0.9"
"4679","Ukraine","2004","11.6"
"4680","Uzbekistan","2004","0.5"
"4681","Eurasia (not specified)","2004","53.5"
"4682","Eastern Europe (Total)","2004","183.4"
"4683","Albania","2004","7"
"4684","Bosnia & Herzegovina","2004","34.7"
"4685","Bulgaria","2004","11.1"
"4686","Croatia","2004","2"
"4687","Czech Republic","2004","11.4"
"4688","Estonia","2004","8.3"
"4689","Hungary","2004","10.1"
"4690","Kosovo","2004","7.9"
"4691","Latvia","2004","9.3"
"4692","Lithuania","2004","8.7"
"4693","Macedonia, Former Yugoslav Republic","2004","9.9"
"4694","Montenegro","2004",
"4695","Poland","2004","39.5"
"4696","Romania","2004","11.8"
"4697","Serbia","2004",
"4698","Serbia and Montenegro, Former","2004",
"4699","Slovakia","2004","8.6"
"4700","Slovenia","2004","3.3"
"4701","Eastern Europe (not specified)","2004",
"4702","[Czechoslovakia, former]","2004",
"4703","Australia","2005",
"4704","Fiji","2005","0.6"
"4705","Papua New Guinea","2005","0.3"
"4706","Samoa","2005",
"4707","Solomon Islands","2005","0.2"
"4708","Tonga","2005","0.4"
"4709","Vanuatu","2005","0.1"
"4710","Oceania (not specified)","2005",
"4711","Eurasia (Total)","2005","156.7"
"4712","Armenia","2005","9.7"
"4713","Azerbaijan","2005","9.8"
"4714","Belarus","2005",
"4715","Georgia","2005","15.6"
"4716","Kazakhstan","2005","6.5"
"4717","Kyrgyzstan","2005","3.3"
"4718","Moldova","2005","2.2"
"4719","Russia","2005","81.8"
"4720","Tajikistan","2005","0.9"
"4721","Turkmenistan","2005","1.2"
"4722","Ukraine","2005","8.2"
"4723","Uzbekistan","2005",
"4724","Eurasia (not specified)","2005","17.4"
"4725","Eastern Europe (Total)","2005","199.7"
"4726","Albania","2005","5.5"
"4727","Bosnia & Herzegovina","2005","10.3"
"4728","Bulgaria","2005","11.1"
"4729","Croatia","2005","0.8"
"4730","Czech Republic","2005","8.7"
"4731","Estonia","2005","6.9"
"4732","Hungary","2005","9.8"
"4733","Kosovo","2005",
"4734","Latvia","2005","7.6"
"4735","Lithuania","2005","8.2"
"4736","Macedonia, Former Yugoslav Republic","2005","6.8"
"4737","Montenegro","2005",
"4738","Poland","2005","97.9"
"4739","Romania","2005","16.9"
"4740","Serbia","2005",
"4741","Serbia and Montenegro, Former","2005",
"4742","Slovakia","2005","6.6"
"4743","Slovenia","2005","2.7"
"4744","Eastern Europe (not specified)","2005",
"4745","[Czechoslovakia, former]","2005",
"4746","Australia","2006",
"4747","Fiji","2006","0.8"
"4748","Papua New Guinea","2006","0.3"
"4749","Samoa","2006",
"4750","Solomon Islands","2006","0.2"
"4751","Tonga","2006","0.4"
"4752","Vanuatu","2006","0.1"
"4753","Oceania (not specified)","2006",
"4754","Eurasia (Total)","2006","255.4"
"4755","Armenia","2006","6.2"
"4756","Azerbaijan","2006","5.5"
"4757","Belarus","2006","0.1"
"4758","Georgia","2006","15.4"
"4759","Kazakhstan","2006","5.9"
"4760","Kyrgyzstan","2006","3.5"
"4761","Moldova","2006","2.6"
"4762","Russia","2006","167.1"
"4763","Tajikistan","2006","1.5"
"4764","Turkmenistan","2006","1.3"
"4765","Ukraine","2006","16.6"
"4766","Uzbekistan","2006",
"4767","Eurasia (not specified)","2006","29.5"
"4768","Eastern Europe (Total)","2006","120.7"
"4769","Albania","2006","5"
"4770","Bosnia & Herzegovina","2006","10.4"
"4771","Bulgaria","2006","12.1"
"4772","Croatia","2006","0.5"
"4773","Czech Republic","2006","6.3"
"4774","Estonia","2006","7.8"
"4775","Hungary","2006","4.4"
"4776","Kosovo","2006",
"4777","Latvia","2006","7.6"
"4778","Lithuania","2006","6"
"4779","Macedonia, Former Yugoslav Republic","2006","5.4"
"4780","Montenegro","2006",
"4781","Poland","2006","33.5"
"4782","Romania","2006","15"
"4783","Serbia","2006",
"4784","Serbia and Montenegro, Former","2006",
"4785","Slovakia","2006","5.2"
"4786","Slovenia","2006","1.5"
"4787","Eastern Europe (not specified)","2006",
"4788","[Czechoslovakia, former]","2006",
"4789","Australia","2007",
"4790","Fiji","2007",
"4791","Papua New Guinea","2007","0.2"
"4792","Samoa","2007","0"
"4793","Solomon Islands","2007","0"
"4794","Tonga","2007","0.6"
"4795","Vanuatu","2007","0.1"
"4796","Oceania (not specified)","2007",
"4797","Eurasia (Total)","2007","167.1"
"4798","Armenia","2007","4.9"
"4799","Azerbaijan","2007","4.9"
"4800","Belarus","2007",
"4801","Georgia","2007","11.3"
"4802","Kazakhstan","2007","4.5"
"4803","Kyrgyzstan","2007","2.6"
"4804","Moldova","2007","1.5"
"4805","Russia","2007","115.1"
"4806","Tajikistan","2007","0.6"
"4807","Turkmenistan","2007","0.7"
"4808","Ukraine","2007","11.6"
"4809","Uzbekistan","2007",
"4810","Eurasia (not specified)","2007","9.3"
"4811","Eastern Europe (Total)","2007","108.8"
"4812","Albania","2007","4.1"
"4813","Bosnia & Herzegovina","2007","9.7"
"4814","Bulgaria","2007","11.3"
"4815","Croatia","2007","0.1"
"4816","Czech Republic","2007","4.8"
"4817","Estonia","2007","5.1"
"4818","Hungary","2007","3.9"
"4819","Kosovo","2007",
"4820","Latvia","2007","5.1"
"4821","Lithuania","2007","6.7"
"4822","Macedonia, Former Yugoslav Republic","2007","4.2"
"4823","Montenegro","2007",
"4824","Poland","2007","31.3"
"4825","Romania","2007","16.3"
"4826","Serbia","2007","0.1"
"4827","Serbia and Montenegro, Former","2007",
"4828","Slovakia","2007","4.9"
"4829","Slovenia","2007","1.3"
"4830","Eastern Europe (not specified)","2007",
"4831","[Czechoslovakia, former]","2007",
"4832","Australia","2008",
"4833","Fiji","2008",
"4834","Papua New Guinea","2008","0.3"
"4835","Samoa","2008","0"
"4836","Solomon Islands","2008","0.1"
"4837","Tonga","2008","0.7"
"4838","Vanuatu","2008","0.1"
"4839","Oceania (not specified)","2008",
"4840","Eurasia (Total)","2008","47.1"
"4841","Armenia","2008","3.5"
"4842","Azerbaijan","2008","3.9"
"4843","Belarus","2008",
"4844","Georgia","2008","9.8"
"4845","Kazakhstan","2008","2.3"
"4846","Kyrgyzstan","2008","1.8"
